Keywords,SeverityValue,EventID,ExecutionProcessID,Channel,ThreadID,port,RecordNumber,Task,SourceName,Hostname,OpcodeValue,ERROR_EVT_UNRESOLVED,Version,attack_type,label,hour,day_of_week,is_working_hour,time_delta_sec,host_time_delta_sec,event_count_1m,unique_event_id_per_host,is_sensitive_event
-9223372036854775808,2,4,3284,1,4364,60122,725643,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7360,60122,202209,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058485817687174676,-0.010189754433486561,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7360,60122,202211,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7360,60122,202212,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,55,4,4,7360,60122,202213,12810,3,1,0.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7360,60122,202214,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7360,60122,202216,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,55,4,4,7360,60122,202219,12810,3,1,0.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7360,60122,202207,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7360,60122,202218,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,15,3888,1,4204,60122,757031,3,4,0,0.0,0.0,5.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010189638860836845,-0.9253116803135205,0.5431625751460579,0
-9223372036854775808,2,15,3888,1,4204,60122,757032,3,4,0,0.0,0.0,5.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.5431625751460579,0
-9223372036854775808,2,15,3284,1,4372,60122,725644,3,4,1,0.0,0.0,5.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005848181426016903,-0.0101894943950247,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,3,3432,1,4496,60122,659136,11,4,3,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.010131448031704965,-0.9253116803135205,0.6215455598778244,0
-9223372036854775808,2,60,3888,1,4208,60122,757033,7,4,0,0.0,0.0,3.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.010189523288187131,-0.9253116803135205,0.5431625751460579,0
-9223372036854775808,2,60,3888,1,4208,60122,757034,7,4,0,0.0,0.0,3.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.5431625751460579,0
-9223372036854775808,2,15,3888,1,4204,60122,757035,3,4,0,0.0,0.0,5.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,0.5431625751460579,0
36028797018963968,2,62,0,6,0,60122,1674,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.00579818863128396,-0.010160630125758192,-0.9253116803135205,-0.3974332416351395,0
0,2,20,1648,0,4716,60122,2184,106,2,1,20.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1675,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1677,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1678,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1679,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
0,2,20,1648,0,4716,60122,2185,106,2,1,20.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
0,2,20,1648,0,4716,60122,2187,106,2,1,20.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1680,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.00584878194006775,-0.010189870006136277,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725645,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005848231468854473,-0.010189552181349558,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,1124,60122,202220,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,55,4,4,1124,60122,202221,12810,3,1,0.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
0,2,20,1648,0,4716,60122,2188,106,2,1,20.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
0,2,20,1648,0,4716,60122,2189,106,2,1,20.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,15,3284,1,4372,60122,725646,3,4,1,0.0,0.0,5.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005848181426016903,-0.010189523288187131,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1682,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,55,4,4,2532,60122,202222,12810,3,1,0.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005797888374258537,-0.010160485659946048,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,55,4,4,2532,60122,202223,12810,3,1,0.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1683,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
36028797018963968,2,62,0,6,0,60122,1684,8,7,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,55,4,4,6176,60122,234885,12810,3,3,0.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.01001523973241577,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,55,4,4,6176,60122,234886,12810,3,3,0.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234899,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234897,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234889,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234893,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234891,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234895,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234887,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234901,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234903,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234905,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234907,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234909,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234911,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234913,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234915,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234917,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234919,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9214364837600034816,2,56,4,4,6176,60122,234921,12810,3,3,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,0.6215455598778244,0
-9223372036854775808,2,4,3432,1,4496,60122,659137,12,4,3,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,0.6215455598778244,0
-9223372036854775808,2,50,3284,1,4364,60122,725647,5,4,1,0.0,0.0,3.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005848081340341762,-0.010189349929212556,-0.9253116803135205,-0.3974332416351395,0
0,2,20,1648,0,4716,60122,2191,106,2,1,20.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,39,4,4,1124,60122,202224,13313,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-1.2574122816671025,-0.3974332416351395,0
-9223372036854775808,2,50,3284,1,4364,60122,725648,5,4,1,0.0,0.0,3.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,39,4,4,1124,60122,202225,13313,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-1.2585380464174536,-0.3974332416351395,0
0,2,20,1648,0,4716,60122,2192,106,2,1,20.0,0.0,1.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,1,3284,1,4364,60122,725649,10,4,1,0.0,0.0,3.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005797838331420967,-0.010160456766783618,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,44,4,4,1124,60122,202226,13317,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-1.2585380464174536,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725651,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,56,4,4,7992,60122,202227,12810,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,68,3284,1,4364,60122,725650,9,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,3,3888,1,4208,60122,757036,11,4,0,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005797888374258537,-0.009869502621124203,-0.9253116803135205,0.5431625751460579,0
-9223372036854775808,2,1,3284,1,4364,60122,725652,10,4,1,0.0,0.0,3.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005797988459933678,-0.010102381510301451,-0.9253116803135205,-0.3974332416351395,0
-9214364837600034816,2,39,4,4,2532,60122,202229,13313,3,1,0.0,0.0,0.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-1.2574122816671025,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725653,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,7,3284,1,4364,60122,725654,13,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,7,3284,1,4364,60122,725655,13,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,7,3284,1,4364,60122,725656,13,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,50,3284,1,4364,60122,725657,5,4,1,0.0,0.0,3.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,7,3284,1,4364,60122,725658,13,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725659,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725660,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725661,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725662,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,7,3284,1,4364,60122,725663,13,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725667,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725666,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725664,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725665,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.0058986246062879815,-0.0102186475959155,-0.9253116803135205,-0.3974332416351395,0
-9223372036854775808,2,4,3284,1,4364,60122,725668,12,4,1,0.0,0.0,2.0,1,1,0.7427652122578541,1.420656525894336,1,-0.005898574563450411,-0.010218618702753072,-0.9253116803135205,-0.3974332416351395,0
