timestamp,event_id,event_name,username,domain,source_host,dest_host,source_ip,logon_type,logon_type_name,failure_count_1h,unique_users_1h,unique_hosts_1h,off_hours,is_dc_target,is_admin_account,is_service_acct,privilege_escalation,kerberos_anomaly,attack_type,label
2024-11-01 11:35:30,4624,Successful Logon,user049,CORP,WS044,WS044,192.168.5.254,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 11:38:21,4768,Successful Logon,user035,CORP,WS005,WS042,192.168.2.7,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 11:39:09,4768,Successful Logon,user004,CORP,WS016,WS013,192.168.5.17,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 11:40:27,4769,Successful Logon,user041,CORP,WS047,WS025,192.168.2.219,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 11:42:25,4776,Successful Logon,user076,CORP,WS047,WS024,192.168.4.198,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 11:48:18,4776,Successful Logon,user073,CORP,WS028,WS027,192.168.9.57,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 11:49:33,4769,Successful Logon,user022,CORP,WS037,SRV004,192.168.2.56,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 11:50:00,4776,Successful Logon,user073,CORP,WS037,WS012,192.168.5.117,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 11:54:32,4624,Successful Logon,user010,CORP,WS047,WS005,192.168.8.102,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 11:55:28,4624,Successful Logon,user043,CORP,WS043,WS047,192.168.9.76,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 11:56:31,4624,Successful Logon,user079,CORP,WS025,WS050,192.168.9.51,2,Interactive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 11:57:48,4624,Successful Logon,user032,CORP,WS010,WS042,192.168.3.137,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 11:58:09,4776,Successful Logon,user067,CORP,WS043,WS003,192.168.4.36,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 11:58:33,4769,Successful Logon,user033,CORP,WS035,WS047,192.168.4.246,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:04:26,4768,Successful Logon,user001,CORP,WS016,WS036,192.168.5.36,3,Network,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:05:22,4624,Successful Logon,user072,CORP,WS033,WS027,192.168.1.8,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:08:49,4776,Successful Logon,user007,CORP,WS001,SRV002,192.168.9.108,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:10:23,4624,Successful Logon,user048,CORP,WS031,WS019,192.168.6.42,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:10:59,4624,Successful Logon,user039,CORP,WS030,WS043,192.168.10.225,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:20:57,4776,Successful Logon,user015,CORP,WS049,WS012,192.168.4.181,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:23:02,4768,Successful Logon,user051,CORP,WS016,WS028,192.168.5.17,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:23:20,4769,Successful Logon,user041,CORP,WS038,WS003,192.168.6.148,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:23:51,4776,Successful Logon,user063,CORP,WS040,WS005,192.168.5.207,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 12:27:30,4769,Successful Logon,user044,CORP,WS028,WS039,192.168.5.254,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 12:28:20,4769,Successful Logon,user023,CORP,WS019,WS023,192.168.2.250,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:28:53,4768,Successful Logon,user053,CORP,WS017,WS034,192.168.8.98,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 12:29:55,4776,Successful Logon,user046,CORP,WS022,SRV002,192.168.1.8,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:30:50,4624,Successful Logon,user036,CORP,WS012,WS028,192.168.6.216,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 12:31:42,4769,Successful Logon,user074,CORP,WS012,WS029,192.168.8.102,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:34:11,4624,Successful Logon,user065,CORP,WS024,WS029,192.168.5.36,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 12:36:38,4776,Successful Logon,user072,CORP,WS010,WS008,192.168.4.36,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:38:17,4624,Successful Logon,user048,CORP,WS017,WS033,192.168.8.37,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 12:39:12,4624,Successful Logon,user069,CORP,WS045,WS008,192.168.8.138,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 12:43:21,4768,Successful Logon,user049,CORP,WS029,WS013,192.168.2.12,2,Interactive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:44:21,4624,Successful Logon,user067,CORP,WS044,WS029,192.168.2.7,3,Network,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:44:24,4769,Successful Logon,user045,CORP,WS029,WS047,192.168.4.115,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:47:07,4768,Successful Logon,user036,CORP,WS018,SRV005,192.168.7.88,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:47:47,4624,Successful Logon,user025,CORP,WS009,WS044,192.168.8.138,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:49:09,4768,Successful Logon,user007,CORP,WS041,WS015,192.168.4.172,2,Interactive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 12:49:10,4624,Successful Logon,user024,CORP,WS021,WS038,192.168.6.91,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 12:56:59,4776,Successful Logon,user074,CORP,WS014,WS038,192.168.3.137,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:00:18,4624,Successful Logon,user021,CORP,WS015,WS023,192.168.10.227,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:03:59,4776,Successful Logon,user080,CORP,WS019,WS042,192.168.9.51,3,Network,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:05:30,4769,Successful Logon,user052,CORP,WS035,WS009,192.168.6.55,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:06:25,4776,Successful Logon,user016,CORP,WS032,WS048,192.168.4.172,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:10:17,4768,Successful Logon,user064,CORP,WS037,SRV002,192.168.1.187,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:17:34,4768,Successful Logon,user072,CORP,WS050,WS015,192.168.2.7,3,Network,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:18:22,4769,Successful Logon,user055,CORP,WS024,WS025,192.168.5.207,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:19:16,4768,Successful Logon,user055,CORP,WS045,SRV003,192.168.4.234,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:21:53,4769,Successful Logon,user025,CORP,WS042,WS040,192.168.5.254,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 13:24:07,4768,Successful Logon,user014,CORP,WS006,WS039,192.168.9.51,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 13:26:08,4768,Successful Logon,user010,CORP,WS043,WS004,192.168.9.57,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:28:38,4776,Successful Logon,user016,CORP,WS042,WS019,192.168.9.76,2,Interactive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 13:30:01,4624,Successful Logon,user004,CORP,WS017,WS025,192.168.10.225,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:32:33,4769,Successful Logon,user060,CORP,WS025,WS004,192.168.8.37,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:33:47,4624,Successful Logon,user076,CORP,WS033,WS009,192.168.4.181,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:34:08,4624,Successful Logon,user009,CORP,WS024,WS028,192.168.4.172,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:34:44,4624,Successful Logon,user023,CORP,WS022,WS019,192.168.5.207,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:38:23,4776,Successful Logon,user013,CORP,WS037,WS012,192.168.9.51,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 13:39:46,4768,Successful Logon,user009,CORP,WS027,WS034,192.168.5.253,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:41:56,4769,Successful Logon,user045,CORP,WS048,WS016,192.168.4.198,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 13:44:10,4624,Successful Logon,user017,CORP,WS003,SRV004,192.168.7.21,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:44:13,4776,Successful Logon,user067,CORP,WS028,WS012,192.168.9.76,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 13:54:10,4776,Successful Logon,user061,CORP,WS032,WS012,192.168.10.227,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 13:58:25,4624,Successful Logon,user060,CORP,WS009,WS040,192.168.5.253,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 14:09:30,4624,Successful Logon,user010,CORP,WS048,WS050,192.168.10.7,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 14:15:44,4776,Successful Logon,user017,CORP,WS039,WS034,192.168.5.36,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 14:16:53,4768,Successful Logon,user039,CORP,WS010,WS012,192.168.4.246,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 14:16:59,4768,Successful Logon,user006,CORP,WS034,WS007,192.168.4.222,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 14:27:59,4624,Successful Logon,user012,CORP,WS005,WS027,192.168.5.253,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 14:28:41,4776,Successful Logon,user054,CORP,WS028,WS017,192.168.4.130,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 14:31:59,4768,Successful Logon,user073,CORP,WS023,WS019,192.168.2.56,3,Network,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 14:39:41,4768,Successful Logon,user019,CORP,WS005,WS034,192.168.4.222,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 14:40:17,4776,Successful Logon,user077,CORP,WS026,WS050,192.168.2.98,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 14:49:22,4776,Successful Logon,user076,CORP,WS005,WS023,192.168.5.17,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 14:52:45,4768,Successful Logon,user018,CORP,WS030,WS050,192.168.5.40,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 14:52:54,4769,Successful Logon,user015,CORP,WS016,WS023,192.168.5.180,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 14:55:23,4776,Successful Logon,user060,CORP,WS002,SRV002,192.168.9.51,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 15:02:03,4769,Successful Logon,user018,CORP,WS045,SRV005,192.168.6.148,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 15:30:42,4769,Successful Logon,user038,CORP,WS016,WS042,192.168.10.109,2,Interactive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 15:40:06,4769,Successful Logon,user019,CORP,WS011,WS046,192.168.2.12,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 15:44:10,4624,Successful Logon,user071,CORP,WS031,WS004,192.168.6.91,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 15:47:47,4769,Successful Logon,user063,CORP,WS001,WS006,192.168.9.108,10,RemoteInteractive,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 15:57:29,4768,Successful Logon,user014,CORP,WS048,WS008,192.168.3.179,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 16:08:58,4769,Successful Logon,user049,CORP,WS042,WS049,192.168.9.76,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 16:12:12,4769,Successful Logon,user075,CORP,WS049,WS024,192.168.4.36,2,Interactive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 16:20:27,4776,Successful Logon,user033,CORP,WS019,SRV004,192.168.5.207,3,Network,0,1,3,0,0,0,0,0,0,normal,0
2024-11-01 16:29:29,4768,Successful Logon,user059,CORP,WS037,WS048,192.168.2.98,10,RemoteInteractive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 16:41:31,4769,Successful Logon,user041,CORP,WS044,WS009,192.168.8.98,3,Network,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 16:48:48,4624,Successful Logon,user022,CORP,WS046,WS035,192.168.8.102,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 17:09:35,4769,Successful Logon,user040,CORP,WS010,WS005,192.168.9.76,2,Interactive,0,1,2,0,0,0,0,0,0,normal,0
2024-11-01 17:10:23,4624,Successful Logon,user009,CORP,WS011,WS031,192.168.1.187,10,RemoteInteractive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 17:27:29,4768,Successful Logon,user036,CORP,WS028,WS004,192.168.7.88,2,Interactive,0,1,1,0,0,0,0,0,0,normal,0
2024-11-01 17:59:02,4776,Successful Logon,user064,CORP,WS010,WS042,192.168.6.91,3,Network,0,1,1,0,0,0,0,0,0,normal,0
2024-11-02 12:46:37,4625,Failed Logon,user053,CORP,UNKNOWN,DC03,93.157.122.15,3,Network,1,1,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:46:40,4625,Failed Logon,user009,CORP,UNKNOWN,DC03,93.157.122.15,3,Network,2,2,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:46:43,4625,Failed Logon,user067,CORP,UNKNOWN,DC03,93.157.122.15,3,Network,4,4,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:46:47,4625,Failed Logon,user080,CORP,UNKNOWN,DC02,93.157.122.15,3,Network,6,6,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:46:53,4625,Failed Logon,user028,CORP,UNKNOWN,DC02,93.157.122.15,3,Network,3,3,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:01,4625,Failed Logon,user005,CORP,UNKNOWN,DC03,93.157.122.15,3,Network,9,9,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:05,4625,Failed Logon,user061,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,8,8,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:07,4625,Failed Logon,user074,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,11,11,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:09,4625,Failed Logon,user017,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,5,5,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:13,4625,Failed Logon,user063,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,19,19,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:22,4625,Failed Logon,user006,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,16,16,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:25,4625,Failed Logon,user027,CORP,UNKNOWN,DC03,93.157.122.15,3,Network,17,17,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:25,4625,Failed Logon,user071,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,7,7,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:27,4625,Failed Logon,user032,CORP,UNKNOWN,DC02,93.157.122.15,3,Network,26,26,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:31,4625,Failed Logon,user057,CORP,UNKNOWN,DC02,93.157.122.15,3,Network,10,10,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:33,4625,Failed Logon,user060,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,15,15,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:34,4625,Failed Logon,user058,CORP,UNKNOWN,DC03,93.157.122.15,3,Network,20,20,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:37,4625,Failed Logon,user070,CORP,UNKNOWN,DC03,93.157.122.15,3,Network,13,13,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:47:54,4625,Failed Logon,user059,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,12,12,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:48:01,4625,Failed Logon,user064,CORP,UNKNOWN,DC02,93.157.122.15,3,Network,22,22,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:48:08,4625,Failed Logon,user048,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,14,14,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:48:27,4625,Failed Logon,user010,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,23,23,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:48:37,4625,Failed Logon,user075,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,21,21,1,1,1,0,0,0,0,password_spraying,1
2024-11-02 12:48:53,4625,Failed Logon,user037,CORP,UNKNOWN,DC01,93.157.122.15,3,Network,18,18,1,1,1,0,0,0,0,password_spraying,1
